"","ID","t","LogN","Model"
"1",189,0,5.67099982672441,"Gompertz"
"2",189,0.5,6.21209909472002,"Gompertz"
"3",189,1,6.75119458833536,"Gompertz"
"4",189,1.5,7.28653006672196,"Gompertz"
"5",189,NA,NA,"Baranyi"
"6",189,NA,NA,"Buchanan"
"11",189,0,5.26307965045197,"Quadratic"
"21",189,0.5,5.73588492198913,"Quadratic"
"31",189,1,6.55033470955549,"Quadratic"
"41",189,1.5,7.70642901315106,"Quadratic"
"12",189,0,5.28083893792877,"Polynomial"
"22",189,0.5,5.70898822612444,"Polynomial"
"32",189,1,6.55153263560869,"Polynomial"
"42",189,1.5,7.72405695593736,"Polynomial"
"13",189,0,4.99838220589869,"Linear"
"23",189,0.5,5.9031912031853,"Linear"
"33",189,1,6.80800020047191,"Linear"
"43",189,1.5,7.71280919775851,"Linear"
